代码,简称,基金经理,基金公司,资产规模,评级评分,涨幅评分,业绩评分,综合评分,上海证券评级,招商证券评级,济安金信评级,晨星评级,近3月涨幅,近3月四分位,近6月涨幅,近6月四分位,近1年涨幅,近1年四分位,近2年涨幅,近2年四分位,近3年涨幅,近3年四分位,近5年涨幅,近5年四分位,选证能力,收益率,抗风险,稳定性,管理规模
485119,工银信用纯债债券,李敏,工银,73.59亿元,100.0,32,74.0,77.60000000000001,5,5,5,5,1.41%,一般,1.26%,不佳,4.32%,一般,11.37%,优秀,14.48%,优秀,17.35%,一般,80.0,75.0,70.0,75.0,90.0
400030,东方添益债券,吴萍萍,东方,183.90亿元,100.0,96,75.0,84.6,5,5,5,5,2.25%,优秀,2.24%,良好,5.89%,优秀,13.09%,优秀,15.57%,优秀,28.61%,优秀,75.0,85.0,70.0,70.0,100.0
000931,国寿安保尊益信用,丁宇佳,国寿安保,8.62亿元,100.0,100,74.0,84.4,5,5,5,5,2.99%,优秀,3.75%,优秀,7.16%,优秀,13.73%,优秀,15.91%,优秀,29.77%,优秀,80.0,90.0,70.0,70.0,80.0
002881,中加丰润纯债债券,张楠,中加,48.46亿元,100.0,42,69.0,75.60000000000001,5,5,5,5,1.86%,良好,1.02%,不佳,3.83%,一般,9.34%,良好,13.05%,优秀,19.91%,良好,70.0,75.0,65.0,70.0,85.0
003417,中加丰泽纯债债券,袁素,中加,45.67亿元,100.0,84,74.0,82.80000000000001,5,5,5,5,1.92%,良好,2.03%,良好,4.85%,良好,10.53%,优秀,13.19%,优秀,20.67%,良好,75.0,80.0,70.0,75.0,90.0
003102,长盛盛裕纯债A,王贵君,长盛,10.70亿元,100.0,100,77.0,86.19999999999999,5,5,5,5,2.35%,优秀,2.66%,优秀,5.85%,优秀,12.79%,优秀,18.07%,优秀,30.32%,优秀,80.0,85.0,75.0,75.0,80.0
003289,创金合信尊泰纯债,郑振源,创金合信,11.23亿元,100.0,78,82.0,86.99999999999999,5,5,5,5,1.45%,一般,1.87%,一般,5.70%,良好,12.30%,优秀,17.70%,优秀,22.19%,优秀,95.0,85.0,80.0,80.0,80.0
002550,嘉实稳荣债券,闵锐,嘉实,100.45亿元,100.0,92,75.5,84.5,5,5,5,5,1.69%,良好,2.14%,良好,5.37%,优秀,12.10%,优秀,14.61%,优秀,24.95%,优秀,80.0,85.0,70.0,75.0,95.0
004061,华夏鼎隆债券A,孙蕾,华夏,10.51亿元,100.0,84,81.5,87.30000000000001,5,5,5,5,1.36%,一般,1.76%,一般,5.26%,优秀,11.00%,优秀,14.17%,优秀,21.16%,优秀,95.0,80.0,80.0,80.0,80.0
675091,西部利得祥逸债券,易圣倩,西部利得,13.76亿元,100.0,78,73.0,81.6,5,5,5,5,1.49%,一般,1.65%,一般,4.39%,良好,10.11%,优秀,14.06%,优秀,22.00%,优秀,80.0,75.0,70.0,75.0,80.0
004907,长安泓沣中短债债,李坤,长安,4.50亿元,100.0,70,74.5,81.69999999999999,5,5,5,5,0.80%,良好,0.78%,不佳,2.85%,良好,8.42%,优秀,11.78%,优秀,18.35%,优秀,70.0,70.0,75.0,75.0,80.0
005853,财通聚利债券A,罗晓倩,财通,23.67亿元,100.0,40,76.5,79.9,5,5,5,5,1.31%,一般,1.29%,不佳,3.58%,不佳,9.53%,良好,13.09%,优秀,20.74%,优秀,85.0,75.0,75.0,75.0,80.0
270044,广发双债添利债券,代宇,广发,131.85亿元,100.0,80,72.0,81.19999999999999,5,5,5,5,2.17%,良好,1.95%,一般,5.89%,良好,12.43%,优秀,15.43%,优秀,21.92%,良好,75.0,85.0,65.0,70.0,100.0
006242,宝盈盈润纯债债券,卢贤海,宝盈,3.81亿元,100.0,40,74.0,78.4,5,5,5,5,1.34%,一般,1.11%,不佳,3.25%,不佳,9.56%,良好,13.52%,优秀,26.01%,优秀,70.0,70.0,75.0,75.0,75.0
007828,创金合信信用红利,郑振源,创金合信,26.10亿元,100.0,40,77.0,80.19999999999999,5,5,5,5,1.18%,一般,1.18%,不佳,4.32%,一般,9.34%,良好,12.23%,优秀,26.29%,优秀,80.0,75.0,75.0,80.0,85.0
007676,蜂巢添汇纯债A,廖新昌,蜂巢,5.20亿元,100.0,88,74.0,83.2,5,5,5,5,1.92%,良好,1.52%,一般,6.16%,优秀,16.45%,优秀,20.12%,优秀,28.46%,优秀,80.0,90.0,70.0,70.0,80.0
007311,方正富邦添利纯债,牛伟松,方正富邦,10.25亿元,100.0,96,77.5,86.1,5,5,5,5,2.25%,优秀,2.39%,良好,5.38%,优秀,11.35%,优秀,14.58%,优秀,20.93%,优秀,90.0,80.0,75.0,75.0,80.0
008578,东海祥苏短债A,邢烨,东海,31.83亿元,100.0,74,90.5,91.7,5,5,5,5,0.55%,不佳,1.31%,优秀,2.74%,良好,7.05%,优秀,10.83%,优秀,---,,95.0,70.0,95.0,90.0,80.0
007744,长盛安逸纯债债券,王贵君,长盛,21.79亿元,100.0,82,77.5,84.7,5,5,5,5,1.73%,良好,1.87%,一般,4.42%,良好,10.20%,优秀,14.50%,优秀,25.31%,优秀,80.0,80.0,75.0,80.0,85.0
008857,华夏鼎航债券A,孙蕾,华夏,23.59亿元,100.0,84,78.0,85.2,5,5,5,5,1.33%,一般,1.68%,一般,5.32%,优秀,13.49%,优秀,16.25%,优秀,---,,85.0,85.0,75.0,75.0,85.0
002138,泓德裕泰债券A,赵端端,泓德,2.02亿元,100.0,66,75.0,81.6,5,5,5,5,2.36%,优秀,3.33%,良好,6.05%,一般,11.94%,优秀,17.61%,优秀,21.48%,优秀,95.0,85.0,70.0,70.0,80.0
007537,景顺长城景泰盈利,彭成军,景顺长城,13.22亿元,100.0,92,74.0,83.60000000000001,5,5,5,5,1.93%,良好,2.42%,良好,5.62%,优秀,11.63%,优秀,13.90%,优秀,25.78%,优秀,80.0,85.0,70.0,75.0,80.0
007551,鑫元泽利A,曹建华,鑫元,6.21亿元,100.0,82,72.0,81.39999999999999,5,5,5,5,2.06%,良好,1.89%,一般,4.94%,良好,11.74%,优秀,15.98%,优秀,29.42%,优秀,75.0,80.0,70.0,70.0,75.0
162210,宏利集利债券A,李宇璐,宏利,27.14亿元,92.0,96,71.5,80.1,5,3,5,5,2.26%,优秀,3.50%,良好,10.56%,优秀,8.44%,优秀,10.48%,优秀,22.61%,优秀,80.0,95.0,65.0,65.0,85.0
485019,工银信用纯债债券,李敏,工银,1.20亿元,92.0,32,72.5,74.3,5,3,5,5,1.31%,一般,1.06%,不佳,3.91%,一般,10.47%,优秀,13.11%,优秀,15.03%,不佳,80.0,75.0,70.0,75.0,75.0
000306,天弘弘利债券A,刘洋,天弘,20.18亿元,96.0,76,77.5,82.89999999999999,5,4,5,5,1.15%,一般,1.83%,一般,6.71%,良好,11.50%,优秀,13.63%,优秀,21.28%,良好,80.0,90.0,75.0,70.0,85.0
000914,中加纯债债券,于跃,中加,69.47亿元,96.0,46,74.5,78.1,4,5,5,5,1.71%,良好,1.37%,不佳,3.89%,一般,10.11%,优秀,13.48%,优秀,23.49%,优秀,75.0,75.0,70.0,75.0,100.0
000744,北信瑞丰稳定收益,董鎏洋,北信,30.71亿元,96.0,74,74.0,80.6,5,4,5,5,1.55%,一般,1.63%,一般,4.88%,良好,11.47%,优秀,10.90%,良好,19.06%,良好,80.0,80.0,70.0,75.0,85.0
519519,华泰柏瑞稳本增利,王烨斌,华泰柏瑞,0.53亿元,92.0,18,65.0,68.39999999999999,5,3,5,5,-0.83%,不佳,0.42%,不佳,2.19%,不佳,2.83%,一般,8.46%,优秀,20.96%,良好,55.0,70.0,65.0,65.0,70.0
000181,景顺长城四季金利,彭成军,景顺长城,31.43亿元,92.0,88,74.5,81.1,5,3,5,5,2.84%,优秀,4.41%,良好,7.14%,良好,12.28%,优秀,13.51%,优秀,18.93%,良好,85.0,85.0,70.0,70.0,85.0
270048,广发纯债债券A,宋倩倩,广发,163.36亿元,92.0,82,79.0,83.2,3,5,5,5,1.59%,一般,2.09%,良好,5.24%,良好,11.53%,优秀,13.17%,优秀,25.13%,优秀,85.0,80.0,75.0,75.0,100.0
485107,工银添利债券A,谷衡,工银,12.74亿元,92.0,72,72.0,78.0,5,3,5,5,2.22%,良好,3.28%,良好,5.80%,良好,7.14%,一般,10.72%,良好,21.32%,良好,80.0,75.0,70.0,65.0,80.0
003545,东兴兴利债券A,司马义买买提,东兴,3.67亿元,84.00000000000001,58,78.0,77.8,5,5,5,3,1.65%,良好,1.75%,一般,2.93%,不佳,7.34%,优秀,10.62%,优秀,21.70%,优秀,75.0,70.0,80.0,80.0,75.0
001993,博时裕泰纯债债券,李汉楠,博时,13.67亿元,92.0,26,83.0,79.99999999999999,5,5,5,4,0.82%,不佳,1.11%,不佳,3.14%,不佳,8.62%,良好,11.88%,良好,23.99%,优秀,85.0,70.0,85.0,85.0,80.0
003156,招商招悦纯债A,王娟娟,招商,80.44亿元,96.0,100,78.0,85.6,4,5,5,5,2.48%,优秀,3.14%,优秀,5.93%,优秀,12.27%,优秀,14.06%,优秀,26.37%,优秀,80.0,85.0,75.0,75.0,90.0
002775,博时景兴纯债债券,程卓,博时,8.01亿元,96.0,30,76.0,77.4,5,4,5,5,0.76%,不佳,0.69%,不佳,3.14%,不佳,11.16%,优秀,12.86%,优秀,22.87%,优秀,80.0,70.0,75.0,80.0,80.0
003547,鹏华丰禄债券,刘涛,鹏华,77.95亿元,96.0,96,80.5,86.69999999999999,4,5,5,5,1.75%,良好,2.70%,优秀,5.32%,优秀,11.19%,优秀,14.56%,优秀,28.44%,优秀,70.0,85.0,80.0,75.0,95.0
162715,广发聚源债券(L,吴迪,广发,36.42亿元,96.0,100,76.5,84.69999999999999,5,5,4,5,2.62%,优秀,3.68%,优秀,7.21%,优秀,11.64%,优秀,15.03%,优秀,22.31%,优秀,70.0,90.0,75.0,70.0,85.0
003155,中加丰尚纯债债券,王霈,中加,15.31亿元,96.0,82,80.0,85.0,5,5,4,5,1.61%,一般,2.12%,良好,4.70%,良好,11.03%,优秀,12.95%,优秀,20.98%,优秀,80.0,80.0,80.0,80.0,80.0
002175,博时裕乾纯债债券,何平,博时,12.61亿元,96.0,96,81.0,87.0,5,5,4,5,2.02%,良好,3.68%,优秀,9.40%,优秀,13.54%,优秀,15.90%,优秀,24.02%,优秀,85.0,100.0,80.0,70.0,75.0
161716,招商双债增强债券,刘万锋,招商,98.93亿元,96.0,86,78.0,84.19999999999999,5,5,4,5,2.06%,良好,2.42%,良好,4.91%,良好,11.01%,优秀,12.73%,优秀,23.52%,优秀,75.0,80.0,75.0,75.0,100.0
003742,汇安嘉汇纯债债券,金鸿峰,汇安,12.72亿元,76.0,66,74.5,74.1,5,5,5,2,1.20%,一般,1.31%,不佳,4.96%,良好,15.03%,优秀,17.97%,优秀,24.26%,优秀,90.0,80.0,70.0,75.0,80.0
003863,招商招祥纯债A,王梓林,招商,52.28亿元,96.0,86,74.5,82.1,4,5,5,5,1.92%,良好,2.22%,良好,4.96%,良好,11.00%,优秀,13.25%,优秀,22.61%,优秀,80.0,80.0,70.0,75.0,90.0
004388,鹏华丰享债券,方昶,鹏华,188.90亿元,96.0,96,78.0,85.19999999999999,4,5,5,5,2.23%,优秀,2.52%,良好,5.44%,优秀,11.23%,优秀,13.60%,优秀,24.96%,优秀,75.0,80.0,75.0,75.0,100.0
400009,东方稳健回报债券,刘长俊,东方,0.43亿元,96.0,80,75.5,82.1,5,5,4,5,1.64%,一般,2.36%,良好,5.00%,良好,11.53%,优秀,13.98%,优秀,19.43%,良好,80.0,80.0,75.0,75.0,70.0
675093,西部利得祥逸债券,易圣倩,西部利得,5.74亿元,92.0,54,73.0,76.8,5,3,5,5,1.46%,一般,1.60%,一般,4.28%,一般,9.87%,优秀,13.71%,优秀,23.49%,优秀,80.0,75.0,70.0,75.0,80.0
003103,长盛盛裕纯债C,王贵君,长盛,3.43亿元,92.0,100,76.0,83.2,5,3,5,5,2.30%,优秀,2.57%,优秀,5.65%,优秀,12.33%,优秀,17.37%,优秀,29.08%,优秀,80.0,80.0,75.0,75.0,75.0
217022,招商产业债券A,马龙,招商,197.97亿元,92.0,52,78.5,79.9,5,5,5,4,1.22%,一般,1.44%,一般,3.76%,一般,9.26%,良好,11.67%,优秀,23.82%,优秀,80.0,75.0,75.0,80.0,100.0
004042,华夏鼎茂债券A,刘明宇,华夏,240.95亿元,96.0,100,75.0,83.8,4,5,5,5,2.96%,优秀,3.61%,优秀,7.35%,优秀,14.44%,优秀,15.09%,优秀,24.02%,优秀,70.0,90.0,70.0,70.0,100.0
004908,长安泓沣中短债债,李坤,长安,0.07亿元,92.0,42,73.0,75.6,5,3,5,5,0.75%,一般,0.69%,不佳,2.70%,一般,8.09%,优秀,11.27%,优秀,17.44%,优秀,70.0,70.0,75.0,75.0,65.0
000745,北信瑞丰稳定收益,董鎏洋,北信,0.68亿元,92.0,58,72.5,76.89999999999999,5,3,5,5,1.51%,一般,1.51%,一般,4.58%,良好,10.84%,优秀,9.70%,一般,16.82%,一般,75.0,80.0,70.0,75.0,75.0
006210,东方臻宝纯债债券,郑雪莹,东方,26.32亿元,88.00000000000001,100,76.5,82.3,2,5,5,5,3.67%,优秀,4.20%,优秀,6.88%,优秀,14.09%,优秀,18.46%,优秀,26.72%,优秀,80.0,85.0,75.0,70.0,80.0
006212,东方臻选纯债债券,刘长俊,东方,10.61亿元,92.0,66,85.0,85.19999999999999,5,5,3,5,1.11%,不佳,1.55%,一般,5.01%,良好,13.16%,优秀,17.84%,优秀,40.07%,优秀,100.0,80.0,85.0,80.0,80.0
006475,国泰嘉睿纯债债券,胡智磊,国泰,61.56亿元,96.0,100,78.0,85.6,5,5,4,5,2.73%,优秀,4.44%,优秀,8.63%,优秀,13.32%,优秀,15.44%,优秀,23.18%,优秀,80.0,95.0,75.0,70.0,85.0
006211,东方臻宝纯债债券,郑雪莹,东方,20.66亿元,92.0,100,76.0,83.2,5,3,5,5,3.64%,优秀,4.15%,优秀,6.78%,优秀,13.87%,优秀,18.08%,优秀,26.08%,优秀,80.0,85.0,75.0,70.0,75.0
006747,东海祥利纯债,邢烨,东海,3.96亿元,92.0,68,73.0,78.19999999999999,5,3,5,5,1.33%,一般,1.53%,一般,4.57%,良好,11.12%,优秀,14.36%,优秀,15.15%,不佳,80.0,80.0,70.0,75.0,75.0
006549,国金惠盈纯债A,于涛,国金,46.33亿元,96.0,100,70.5,81.1,5,4,5,5,3.93%,优秀,2.90%,优秀,7.76%,优秀,16.03%,优秀,17.47%,优秀,26.83%,优秀,65.0,95.0,65.0,65.0,90.0
519945,长信富安纯债18,冯彬,长信,14.09亿元,84.00000000000001,28,82.5,77.5,5,5,5,3,0.70%,不佳,1.15%,不佳,3.13%,不佳,9.50%,良好,15.79%,优秀,29.48%,优秀,80.0,70.0,85.0,85.0,80.0
006980,国寿安保泰恒纯债,陶尹斌,国寿安保,3.85亿元,96.0,100,78.0,85.6,5,5,4,5,3.36%,优秀,4.41%,优秀,8.52%,优秀,15.20%,优秀,17.57%,优秀,25.01%,优秀,90.0,95.0,75.0,70.0,75.0
007554,财通恒利纯债,张婉玉,财通,17.12亿元,96.0,20,77.0,77.0,5,5,4,5,1.10%,不佳,1.27%,不佳,4.28%,一般,11.16%,优秀,13.62%,优秀,16.75%,一般,90.0,75.0,75.0,75.0,80.0
007194,长城短债A,邹德立,长城,71.29亿元,92.0,96,75.0,82.19999999999999,3,5,5,5,1.51%,优秀,1.26%,良好,3.88%,优秀,9.75%,优秀,11.56%,优秀,18.65%,优秀,80.0,75.0,70.0,75.0,100.0
007167,华安安和债券A,康钊,华安,10.34亿元,92.0,30,77.0,76.8,5,5,5,4,0.96%,不佳,1.12%,不佳,4.04%,一般,10.38%,优秀,12.47%,优秀,21.46%,优秀,85.0,75.0,75.0,80.0,80.0
007562,景顺长城景泰纯利,彭成军,景顺长城,65.86亿元,96.0,100,75.0,83.8,5,4,5,5,2.96%,优秀,3.95%,优秀,6.96%,优秀,10.92%,优秀,13.92%,优秀,27.48%,优秀,85.0,85.0,70.0,70.0,90.0
007312,方正富邦添利纯债,牛伟松,方正富邦,0.00亿元,92.0,80,74.0,80.0,5,3,5,5,1.93%,良好,1.81%,一般,4.83%,良好,10.59%,优秀,13.57%,优秀,19.53%,良好,80.0,80.0,75.0,75.0,55.0
005079,兴银鑫日享短债A,陶国峰,兴银,41.00亿元,92.0,58,80.5,81.69999999999999,5,5,5,4,0.81%,良好,0.93%,一般,2.69%,一般,7.03%,优秀,9.51%,优秀,17.39%,优秀,85.0,70.0,80.0,80.0,90.0
007745,长盛安逸纯债债券,王贵君,长盛,6.52亿元,92.0,56,75.5,78.49999999999999,5,3,5,5,1.65%,良好,1.71%,一般,4.11%,一般,9.53%,良好,13.46%,优秀,23.13%,优秀,75.0,75.0,75.0,75.0,80.0
008799,国金惠安利率债C,于涛,国金,10.32亿元,92.0,100,70.5,79.89999999999999,5,3,5,5,4.33%,优秀,4.75%,优秀,9.81%,优秀,15.56%,优秀,16.76%,优秀,---,,70.0,100.0,65.0,65.0,80.0
008798,国金惠安利率债A,于涛,国金,46.96亿元,96.0,100,71.0,81.4,5,4,5,5,4.35%,优秀,4.86%,优秀,10.00%,优秀,15.90%,优秀,17.22%,优秀,---,,70.0,100.0,65.0,65.0,85.0
008232,中银恒优12个月,陈玮,中银,4.44亿元,96.0,92,73.0,81.8,5,4,5,5,2.27%,良好,2.82%,良好,6.14%,优秀,10.03%,优秀,13.11%,优秀,---,,80.0,85.0,70.0,70.0,75.0
008873,国寿安保尊诚纯债,高鑫,国寿安保,22.47亿元,96.0,86,79.5,85.1,5,5,4,5,2.26%,良好,3.26%,良好,6.10%,良好,10.46%,优秀,12.62%,优秀,---,,75.0,85.0,80.0,75.0,80.0
007336,汇安嘉盛纯债债券,金鸿峰,汇安,5.08亿元,96.0,30,82.5,81.3,5,5,4,5,1.09%,不佳,1.54%,一般,3.81%,一般,9.42%,良好,13.24%,优秀,16.43%,一般,80.0,75.0,85.0,85.0,75.0
008858,华夏鼎航债券C,孙蕾,华夏,0.08亿元,92.0,78,72.5,78.89999999999999,5,3,5,5,1.31%,一般,1.64%,一般,5.22%,良好,13.26%,优秀,15.89%,优秀,---,,85.0,80.0,70.0,75.0,65.0
008206,国泰聚瑞纯债债券,魏伟,国泰,7.51亿元,96.0,86,76.0,83.0,4,5,5,5,1.75%,良好,2.19%,良好,4.78%,良好,11.25%,优秀,13.39%,优秀,---,,80.0,80.0,75.0,75.0,75.0
006970,广发景利纯债A,赵子良,广发,15.72亿元,96.0,96,72.5,81.9,5,4,5,5,1.91%,良好,2.76%,优秀,7.19%,优秀,13.09%,优秀,15.13%,优秀,24.47%,优秀,60.0,95.0,70.0,70.0,80.0
006760,国金惠盈纯债C,于涛,国金,23.24亿元,92.0,100,70.0,79.6,5,3,5,5,3.87%,优秀,2.78%,优秀,7.54%,优秀,15.54%,优秀,16.76%,优秀,25.54%,优秀,65.0,95.0,65.0,65.0,85.0
010431,招商安阳债券C,尹晓红,招商,0.57亿元,92.0,76,71.0,77.8,5,3,5,5,0.48%,不佳,3.11%,良好,10.74%,优秀,14.28%,优秀,16.92%,优秀,---,,85.0,100.0,65.0,65.0,70.0
010430,招商安阳债券A,尹晓红,招商,20.42亿元,96.0,76,72.5,79.89999999999999,5,4,5,5,0.57%,不佳,3.31%,良好,11.17%,优秀,15.17%,优秀,18.30%,优秀,---,,90.0,100.0,65.0,65.0,80.0
010011,景顺景颐招利6个,董晗,景顺长城,36.36亿元,92.0,72,68.5,75.9,5,3,5,5,0.04%,不佳,2.24%,一般,10.23%,优秀,10.98%,优秀,14.26%,优秀,---,,85.0,95.0,60.0,60.0,85.0
010012,景顺景颐招利6个,董晗,景顺长城,7.87亿元,92.0,72,67.5,75.3,5,3,5,5,-0.05%,不佳,2.04%,一般,9.79%,优秀,10.09%,优秀,12.90%,优秀,---,,80.0,95.0,60.0,60.0,80.0
010223,博时双季享持有期,李禹成,博时,3.68亿元,96.0,94,78.5,85.30000000000001,5,5,4,5,2.25%,优秀,2.68%,优秀,5.20%,良好,11.61%,优秀,14.01%,优秀,---,,75.0,80.0,80.0,75.0,75.0
010232,国寿安保泰安纯债,李谦,国寿安保,212.39亿元,92.0,100,78.5,84.7,5,5,3,5,2.19%,优秀,2.93%,优秀,6.12%,优秀,10.54%,优秀,13.31%,优秀,---,,75.0,85.0,75.0,75.0,100.0
008035,蜂巢恒利债券A,李海涛,蜂巢,4.53亿元,96.0,92,78.5,85.10000000000001,5,4,5,5,2.16%,良好,4.07%,良好,9.89%,优秀,13.33%,优秀,12.32%,优秀,---,,90.0,100.0,75.0,70.0,75.0
010353,南方崇元纯债A,杜才超,南方,34.54亿元,96.0,96,70.0,80.4,5,4,5,5,2.25%,优秀,2.29%,良好,5.98%,优秀,14.26%,优秀,15.02%,优秀,---,,70.0,85.0,65.0,70.0,85.0
010354,南方崇元纯债C,杜才超,南方,5.17亿元,92.0,96,68.0,78.0,5,3,5,5,2.13%,优秀,2.08%,良好,5.54%,优秀,13.33%,优秀,13.62%,优秀,---,,65.0,80.0,65.0,70.0,75.0
970024,华安证券聚赢一年,樊艳,华安证券资管,0.50亿元,92.0,42,83.0,81.6,3,5,5,5,1.04%,不佳,1.68%,一般,4.48%,一般,12.45%,优秀,15.16%,优秀,---,,95.0,75.0,85.0,80.0,70.0
011489,创金合信双季享6,王一兵,创金合信,98.83亿元,92.0,27,85.0,81.3,3,5,5,5,0.72%,不佳,0.87%,不佳,3.43%,不佳,9.20%,良好,13.68%,优秀,---,,85.0,75.0,85.0,80.0,100.0
485007,工银添利债券B,谷衡,工银,1.83亿元,92.0,64,71.5,76.9,5,3,5,5,2.12%,良好,3.06%,良好,5.36%,良好,6.28%,不佳,9.40%,良好,18.92%,一般,80.0,75.0,70.0,65.0,75.0
004062,华夏鼎隆债券C,孙蕾,华夏,0.07亿元,92.0,78,79.5,83.1,5,3,5,5,1.34%,一般,1.72%,一般,5.16%,良好,10.78%,优秀,13.84%,优秀,20.74%,优秀,90.0,80.0,80.0,80.0,65.0
007408,鹏扬淳开债券A,王黎骁,鹏扬,24.68亿元,96.0,100,81.0,87.4,5,5,4,5,2.17%,优秀,3.07%,优秀,6.67%,优秀,10.51%,优秀,13.95%,优秀,23.38%,优秀,80.0,90.0,80.0,75.0,85.0
000032,易方达信用债债券,纪玲云,易方达,91.26亿元,88.00000000000001,96,75.0,81.0,5,4,5,4,2.22%,优秀,2.41%,良好,5.57%,优秀,11.27%,优秀,12.74%,优秀,21.53%,优秀,70.0,85.0,70.0,75.0,100.0
000116,嘉实丰益纯债定期,程剑,嘉实,24.94亿元,76.0,100,73.5,76.9,3,5,5,3,2.16%,优秀,2.59%,优秀,6.19%,优秀,14.59%,优秀,16.50%,优秀,21.57%,优秀,80.0,85.0,70.0,70.0,80.0
217011,招商安心收益债券,马龙,招商,40.99亿元,80.0,36,76.5,73.5,5,5,4,3,1.16%,一般,1.26%,不佳,3.33%,不佳,8.43%,良好,10.10%,良好,20.84%,良好,75.0,70.0,75.0,80.0,90.0
