代码,简称,基金经理,基金公司,资产规模,评级评分,涨幅评分,业绩评分,综合评分,上海证券评级,招商证券评级,济安金信评级,晨星评级,近3月涨幅,近3月四分位,近6月涨幅,近6月四分位,近1年涨幅,近1年四分位,近2年涨幅,近2年四分位,近3年涨幅,近3年四分位,近5年涨幅,近5年四分位,选证能力,收益率,抗风险,稳定性,管理规模
590009,中邮稳定收益债券,闫宜乘,中邮,71.84亿元,92.0,86,77.0,82.39999999999999,5,4,4,5,1.97%,良好,2.70%,良好,5.84%,良好,11.16%,优秀,12.48%,优秀,22.08%,优秀,80.0,80.0,75.0,70.0,90.0
750002,安信目标收益债券,张翼飞,安信,38.97亿元,88.00000000000001,100,69.0,77.8,5,3,4,5,3.41%,优秀,7.16%,优秀,10.23%,优秀,12.77%,优秀,13.86%,优秀,31.36%,优秀,90.0,95.0,60.0,60.0,85.0
750003,安信目标收益债券,张翼飞,安信,22.18亿元,88.00000000000001,100,68.5,77.5,5,3,4,5,3.31%,优秀,6.95%,优秀,9.79%,优秀,11.85%,优秀,12.49%,优秀,28.68%,优秀,90.0,95.0,60.0,60.0,80.0
270045,广发双债添利债券,代宇,广发,38.85亿元,88.00000000000001,80,70.5,76.7,4,3,5,5,2.07%,良好,1.75%,一般,5.46%,良好,11.53%,优秀,14.03%,优秀,19.47%,良好,70.0,80.0,65.0,70.0,95.0
217024,招商安盈债券A,尹晓红,招商,48.76亿元,92.0,54,71.5,75.9,4,4,5,5,-0.18%,不佳,1.62%,不佳,8.20%,良好,10.84%,优秀,12.28%,优秀,30.16%,优秀,80.0,90.0,65.0,65.0,90.0
630003,华商收益增强债券,张永志,华商,2.60亿元,76.0,68,58.5,64.7,3,1,5,5,4.28%,优秀,4.58%,优秀,3.98%,一般,12.12%,优秀,10.17%,良好,25.39%,优秀,60.0,60.0,55.0,60.0,75.0
110018,易方达增强回报债,王晓晨,易方达,73.11亿元,88.00000000000001,70,73.0,77.2,4,3,5,5,0.60%,不佳,2.16%,一般,9.77%,优秀,10.37%,优秀,9.64%,良好,30.28%,优秀,90.0,95.0,65.0,65.0,90.0
000104,华宸未来稳健添利,王斌,华宸未来,1.36亿元,88.00000000000001,40,82.5,79.9,5,5,4,4,1.08%,不佳,1.45%,一般,4.11%,一般,9.53%,优秀,11.67%,优秀,19.87%,良好,90.0,75.0,85.0,80.0,70.0
519973,长信纯债一年定开,刘婧,长信,15.37亿元,76.0,96,68.5,73.5,3,5,5,3,2.48%,优秀,2.61%,良好,5.85%,优秀,11.36%,优秀,16.38%,优秀,27.13%,优秀,0.0,85.0,75.0,70.0,80.0
000546,兴业定开债A,周鸣,兴业,29.33亿元,76.0,100,79.5,80.5,3,5,5,3,3.35%,优秀,3.43%,优秀,6.85%,优秀,12.32%,优秀,14.10%,优秀,25.59%,优秀,70.0,90.0,80.0,70.0,85.0
162299,宏利集利债券C,李宇璐,宏利,3.89亿元,88.00000000000001,90,70.5,77.7,4,3,5,5,2.15%,良好,3.28%,良好,10.11%,优秀,7.56%,优秀,9.15%,优秀,20.15%,良好,80.0,95.0,65.0,65.0,75.0
040026,华安信用四季红债,魏媛媛,华安,8.78亿元,76.0,40,74.5,71.5,5,5,3,3,1.78%,一般,1.82%,一般,4.57%,一般,8.37%,良好,10.45%,良好,17.68%,一般,65.0,75.0,75.0,75.0,80.0
005637,国联聚业定期开放,朱柏蓉,国联,21.13亿元,76.0,66,74.5,74.1,3,5,5,3,1.35%,一般,1.38%,不佳,5.64%,良好,16.25%,优秀,19.35%,优秀,31.58%,优秀,90.0,85.0,70.0,70.0,80.0
000801,中金纯债A,石玉,中金,6.82亿元,88.00000000000001,40,76.0,76.0,5,5,4,4,1.25%,一般,1.41%,一般,3.99%,一般,9.25%,良好,11.09%,良好,17.86%,一般,80.0,75.0,75.0,80.0,75.0
460003,华泰柏瑞稳本增利,王烨斌,华泰柏瑞,0.20亿元,84.00000000000001,18,64.5,65.7,5,3,5,4,-0.90%,不佳,0.27%,不佳,1.88%,不佳,2.22%,一般,7.49%,优秀,19.13%,良好,55.0,65.0,65.0,65.0,70.0
000033,易方达信用债债券,纪玲云,易方达,69.45亿元,84.00000000000001,82,73.0,77.2,5,3,5,4,2.12%,良好,2.21%,良好,5.16%,良好,10.38%,优秀,11.40%,良好,19.18%,良好,65.0,80.0,70.0,75.0,90.0
161614,融通四季添利债券,王超,融通,2.96亿元,88.00000000000001,20,73.5,72.5,5,3,4,5,0.74%,不佳,0.87%,不佳,2.63%,不佳,6.95%,一般,16.19%,优秀,23.85%,优秀,65.0,65.0,75.0,80.0,75.0
000037,广发景宁债券A,宋倩倩,广发,83.02亿元,88.00000000000001,54,78.0,78.60000000000001,5,4,5,4,1.33%,一般,1.50%,一般,4.35%,一般,10.25%,优秀,12.07%,优秀,---,,80.0,75.0,75.0,75.0,100.0
002519,博时裕景纯债债券,王惟,博时,2.00亿元,84.00000000000001,44,78.0,76.4,5,3,3,5,1.06%,一般,1.40%,一般,3.57%,一般,7.65%,一般,13.97%,优秀,20.38%,优秀,75.0,70.0,80.0,80.0,75.0
161603,融通债券A/B,王超,融通,10.18亿元,88.00000000000001,52,72.0,74.8,5,4,3,5,1.17%,一般,1.69%,一般,4.23%,一般,9.50%,良好,13.27%,优秀,21.02%,优秀,70.0,75.0,70.0,75.0,80.0
002569,博时裕弘纯债债券,王惟,博时,17.25亿元,80.0,100,78.0,80.8,5,5,4,3,2.93%,优秀,3.76%,优秀,9.56%,优秀,16.16%,优秀,18.36%,优秀,27.44%,优秀,80.0,100.0,75.0,70.0,80.0
002929,博时聚盈纯债债券,张磊,博时,13.38亿元,88.00000000000001,54,79.5,79.5,4,5,5,4,1.39%,一般,1.71%,一般,4.04%,一般,9.90%,优秀,12.63%,优秀,22.45%,优秀,80.0,75.0,80.0,80.0,80.0
002139,泓德裕泰债券C,赵端端,泓德,5.29亿元,88.00000000000001,64,73.0,76.60000000000001,4,3,5,5,2.26%,优秀,3.14%,良好,5.68%,一般,11.16%,优秀,16.38%,优秀,19.40%,良好,95.0,80.0,70.0,70.0,65.0
002795,平安惠盈纯债A,张恒,平安,11.48亿元,80.0,38,72.0,70.99999999999999,5,4,5,3,1.49%,一般,1.32%,不佳,4.20%,一般,10.04%,优秀,11.30%,良好,20.54%,良好,75.0,75.0,70.0,70.0,80.0
002404,博时裕乾纯债债券,何平,博时,39.79亿元,88.00000000000001,96,81.0,84.6,5,3,4,5,1.96%,良好,3.54%,优秀,9.06%,优秀,12.93%,优秀,14.67%,优秀,21.73%,优秀,85.0,95.0,80.0,70.0,80.0
003207,博时富发纯债债券,李禹成,博时,6.54亿元,80.0,100,79.0,81.4,5,5,4,3,2.42%,优秀,3.14%,优秀,6.13%,优秀,11.86%,优秀,14.22%,优秀,22.15%,优秀,75.0,85.0,80.0,75.0,75.0
001961,博时裕荣纯债债券,郭思洁,博时,3.51亿元,80.0,98,84.5,84.49999999999999,5,5,2,4,2.15%,优秀,3.81%,优秀,6.63%,优秀,10.70%,优秀,12.61%,优秀,20.22%,良好,95.0,90.0,85.0,75.0,75.0
200009,长城稳健增利债券,魏建,长城,18.45亿元,88.00000000000001,44,68.5,71.9,5,4,5,4,1.90%,良好,0.64%,不佳,3.85%,不佳,10.29%,优秀,12.04%,优秀,20.80%,良好,70.0,75.0,65.0,70.0,80.0
000271,中邮定开债券A,张悦,中邮,4.79亿元,76.0,46,64.5,66.1,3,5,5,3,1.89%,良好,1.34%,不佳,4.42%,一般,11.01%,优秀,13.09%,优秀,22.03%,优秀,0.0,75.0,70.0,75.0,75.0
519136,海富通瑞丰债券型,刘田,海富通,2.70亿元,80.0,56,82.5,79.1,5,4,5,3,2.00%,良好,2.75%,一般,4.71%,一般,8.69%,优秀,11.08%,优秀,20.33%,良好,80.0,80.0,85.0,80.0,75.0
420102,天弘永利债券B,姜晓丽,天弘,142.61亿元,84.00000000000001,84,72.0,76.80000000000001,3,5,5,4,1.42%,良好,3.71%,良好,7.41%,良好,5.55%,良好,6.45%,优秀,34.80%,优秀,80.0,85.0,65.0,65.0,100.0
519944,长信富安纯债18,冯彬,长信,0.79亿元,76.0,28,81.0,74.2,5,3,5,3,0.65%,不佳,1.04%,不佳,2.83%,不佳,8.76%,良好,14.55%,优秀,27.05%,优秀,75.0,70.0,85.0,85.0,70.0
003521,万家1-3年政金,段博卿,万家,0.86亿元,88.00000000000001,52,80.5,79.9,5,3,4,5,1.53%,一般,2.17%,良好,4.72%,良好,8.04%,一般,10.29%,一般,18.13%,一般,70.0,80.0,85.0,80.0,65.0
003824,天弘信利债券A,尹粒宇,天弘,39.47亿元,92.0,96,71.5,80.1,5,4,4,5,2.01%,良好,2.29%,优秀,5.09%,优秀,10.38%,优秀,13.07%,优秀,22.31%,优秀,60.0,80.0,70.0,70.0,85.0
003520,万家1-3年政金,段博卿,万家,4.19亿元,88.00000000000001,68,82.0,82.39999999999999,5,3,4,5,1.58%,一般,2.27%,良好,4.93%,良好,8.44%,一般,10.94%,良好,19.31%,良好,75.0,80.0,85.0,80.0,75.0
002925,广发集源债券A,刘志辉,广发,53.91亿元,84.00000000000001,42,67.0,69.60000000000001,3,3,5,5,-0.32%,不佳,3.07%,一般,4.71%,一般,8.01%,优秀,8.95%,优秀,22.54%,优秀,85.0,70.0,60.0,60.0,95.0
100058,富国产业债券A,武磊,富国,33.44亿元,88.00000000000001,84,77.5,81.30000000000001,5,5,4,4,2.38%,良好,3.02%,良好,4.91%,良好,9.70%,优秀,11.67%,优秀,21.33%,良好,85.0,80.0,75.0,75.0,85.0
003401,工银可转债债券,黄诗原,工银,49.51亿元,88.00000000000001,98,61.5,73.1,5,5,4,4,5.21%,优秀,7.94%,优秀,22.21%,优秀,29.13%,优秀,5.80%,良好,34.37%,优秀,80.0,100.0,50.0,50.0,85.0
003650,融通通润债券,李皓,融通,8.62亿元,80.0,56,75.5,74.89999999999999,5,4,5,3,1.87%,良好,2.14%,一般,4.78%,一般,9.14%,优秀,10.37%,优秀,17.96%,良好,70.0,80.0,75.0,75.0,80.0
003424,江信洪福纯债,马超然,江信,7.40亿元,84.00000000000001,32,71.5,71.3,3,5,5,4,1.36%,一般,1.36%,不佳,3.60%,不佳,8.56%,一般,12.72%,优秀,22.43%,优秀,70.0,70.0,70.0,80.0,75.0
004322,创金合信尊隆纯债,郑振源,创金合信,5.25亿元,88.00000000000001,48,76.0,76.8,5,5,4,4,1.37%,一般,1.69%,一般,4.11%,一般,9.53%,良好,11.36%,良好,20.51%,良好,80.0,75.0,75.0,80.0,75.0
519947,长信利保债券A,冯彬,长信,1.50亿元,88.00000000000001,90,82.0,84.6,5,3,4,5,0.70%,一般,7.07%,优秀,9.43%,优秀,11.82%,优秀,13.86%,优秀,18.60%,良好,80.0,100.0,85.0,65.0,65.0
003859,招商招旭纯债A,郭敏,招商,35.44亿元,84.00000000000001,86,73.5,77.9,3,5,5,4,1.99%,良好,2.18%,良好,4.69%,良好,10.55%,优秀,12.29%,优秀,23.57%,优秀,75.0,80.0,70.0,75.0,85.0
003864,招商招祥纯债C,王梓林,招商,53.48亿元,88.00000000000001,86,77.5,81.5,4,3,5,5,1.91%,良好,2.22%,良好,4.96%,良好,10.99%,优秀,13.23%,优秀,---,,80.0,80.0,75.0,75.0,90.0
110017,易方达增强回报债,王晓晨,易方达,200.25亿元,92.0,74,77.5,81.5,4,4,5,5,0.59%,不佳,2.28%,良好,10.13%,优秀,11.13%,优秀,10.89%,良好,32.78%,优秀,90.0,100.0,70.0,65.0,100.0
004459,鑫元瑞利定期开放,俞敏超,鑫元,11.51亿元,76.0,78,74.5,75.3,3,5,5,3,1.36%,一般,1.52%,一般,5.19%,良好,12.47%,优秀,14.67%,优秀,29.98%,优秀,85.0,85.0,70.0,75.0,80.0
004031,鑫元添利三个月定,郭卉,鑫元,16.84亿元,76.0,84,74.0,75.60000000000001,3,5,5,3,2.13%,良好,2.44%,良好,5.61%,良好,11.38%,优秀,13.40%,优秀,19.99%,良好,80.0,85.0,70.0,75.0,80.0
004438,鹏华永安定期开放,邓明明,鹏华,4.53亿元,76.0,96,79.5,80.1,3,5,5,3,1.93%,良好,2.76%,优秀,5.49%,优秀,12.15%,优秀,14.02%,优秀,25.51%,优秀,80.0,80.0,80.0,80.0,75.0
000186,华泰柏瑞季季红债,罗远航,华泰柏瑞,65.74亿元,88.00000000000001,50,74.5,76.1,5,4,5,4,1.46%,一般,1.59%,一般,4.56%,一般,9.36%,良好,11.25%,优秀,19.82%,良好,75.0,80.0,70.0,75.0,95.0
003703,博时富鑫纯债A,张李陵,博时,46.11亿元,88.00000000000001,86,77.0,81.19999999999999,5,5,4,4,1.80%,良好,2.04%,良好,4.88%,良好,10.89%,优秀,12.91%,优秀,20.93%,优秀,80.0,80.0,75.0,75.0,85.0
004043,华夏鼎茂债券C,刘明宇,华夏,59.19亿元,88.00000000000001,100,74.0,80.8,4,3,5,5,2.94%,优秀,3.57%,优秀,7.25%,优秀,14.22%,优秀,14.72%,优秀,23.37%,优秀,70.0,90.0,70.0,70.0,90.0
000583,江信聚福定开债,马超然,江信,2.74亿元,76.0,76,71.5,73.3,3,5,5,3,1.33%,一般,1.47%,一般,5.16%,良好,9.53%,良好,15.22%,优秀,24.98%,优秀,70.0,80.0,70.0,70.0,75.0
000212,泰信鑫益定期开放,李俊江,泰信,5.45亿元,76.0,40,74.0,71.2,3,5,5,3,1.27%,一般,1.38%,不佳,3.12%,不佳,8.92%,良好,14.06%,优秀,24.86%,优秀,0.0,70.0,85.0,85.0,75.0
040022,华安可转债债券A,周益鸣,华安,40.37亿元,84.00000000000001,98,65.0,74.0,2,5,4,5,4.21%,优秀,12.48%,优秀,16.84%,优秀,4.78%,良好,6.87%,优秀,44.17%,优秀,90.0,95.0,55.0,50.0,85.0
005446,鑫元广利定开债发,徐文祥,鑫元,10.18亿元,76.0,88,74.5,76.3,3,5,5,3,1.92%,良好,1.88%,一般,6.42%,优秀,17.52%,优秀,20.25%,优秀,31.42%,优秀,85.0,90.0,70.0,70.0,80.0
005547,诺安圆鼎定开债,郭晓晖,诺安,10.38亿元,76.0,100,75.5,78.1,3,5,5,3,3.66%,优秀,3.56%,优秀,5.62%,优秀,12.74%,优秀,17.32%,优秀,30.51%,优秀,75.0,80.0,75.0,70.0,80.0
004821,国寿安保安吉纯债,吴闻,国寿安保,92.31亿元,76.0,86,81.0,80.0,3,5,5,3,2.51%,良好,2.65%,良好,5.75%,良好,12.38%,优秀,15.94%,优秀,24.55%,优秀,75.0,85.0,80.0,70.0,100.0
006061,红土创新增强收益,陈若劲,红土创新,12.43亿元,88.00000000000001,54,69.5,73.5,4,3,5,5,-0.57%,不佳,-0.61%,不佳,6.65%,良好,10.29%,优秀,9.32%,优秀,29.60%,优秀,75.0,85.0,65.0,65.0,80.0
006213,东方臻选纯债债券,刘长俊,东方,0.52亿元,84.00000000000001,66,84.0,82.19999999999999,5,3,3,5,1.08%,不佳,1.51%,一般,4.91%,良好,12.94%,优秀,17.55%,优秀,39.49%,优秀,100.0,80.0,85.0,80.0,70.0
006150,招商添利两年债券,李家辉,招商,5.68亿元,76.0,54,82.0,77.4,3,5,5,3,1.78%,一般,2.10%,一般,4.69%,一般,12.68%,优秀,19.77%,优秀,42.24%,优秀,75.0,80.0,85.0,80.0,75.0
005455,建信睿丰纯债定期,李峰,建信,30.83亿元,76.0,52,76.5,73.9,3,5,5,3,1.50%,一般,1.67%,一般,4.20%,一般,9.67%,优秀,12.39%,优秀,21.44%,良好,75.0,75.0,75.0,80.0,85.0
006064,红土创新增强收益,陈若劲,红土创新,0.71亿元,88.00000000000001,30,68.5,70.5,4,3,5,5,-0.64%,不佳,-0.73%,不佳,6.40%,一般,9.90%,优秀,8.87%,优秀,29.21%,优秀,75.0,85.0,65.0,65.0,70.0
004940,中加聚鑫纯债一年,袁素,中加,1.35亿元,76.0,86,71.0,74.0,3,5,5,3,2.09%,良好,2.97%,良好,5.59%,良好,11.20%,优秀,14.45%,优秀,27.46%,优秀,0.0,85.0,80.0,75.0,70.0
005705,永赢恒益债券,章成,永赢,47.02亿元,92.0,100,74.0,82.0,5,4,4,5,2.48%,优秀,3.64%,优秀,7.08%,优秀,11.19%,优秀,13.85%,优秀,23.00%,优秀,70.0,90.0,70.0,70.0,90.0
005828,长江乐越定开债,陆威,长江证券(上海)资管,6.89亿元,76.0,78,75.5,75.89999999999999,3,5,5,3,1.75%,一般,1.54%,一般,5.09%,良好,12.34%,优秀,15.12%,优秀,25.25%,优秀,75.0,80.0,75.0,75.0,75.0
006287,永赢盛益债券A,章成,永赢,77.90亿元,92.0,100,74.0,82.0,5,4,4,5,2.32%,优秀,3.30%,优秀,7.10%,优秀,11.10%,优秀,13.73%,优秀,23.00%,优秀,70.0,90.0,70.0,70.0,90.0
005448,诺安联创顺鑫A,周建树,诺安,10.64亿元,88.00000000000001,100,74.0,80.8,5,4,3,5,3.24%,优秀,3.58%,优秀,6.68%,优秀,11.98%,优秀,14.45%,优秀,21.62%,优秀,85.0,85.0,70.0,70.0,80.0
002644,大成景荣债券A,朱浩然,大成,16.23亿元,88.00000000000001,46,72.0,74.19999999999999,5,4,5,4,1.84%,良好,1.45%,不佳,4.34%,不佳,9.93%,优秀,11.09%,优秀,22.54%,优秀,70.0,75.0,70.0,75.0,80.0
006135,长江乐鑫定开债,漆志伟,长江证券(上海)资管,13.08亿元,76.0,82,76.5,76.9,3,5,5,3,1.68%,良好,1.87%,一般,4.75%,良好,11.88%,优秀,13.71%,优秀,23.23%,优秀,80.0,80.0,75.0,75.0,80.0
005684,财通资管鸿睿12,陈希希,财通资管,9.14亿元,76.0,60,80.5,77.1,3,5,5,3,2.28%,良好,2.83%,良好,4.15%,一般,8.30%,良好,13.86%,优秀,27.32%,优秀,100.0,70.0,80.0,70.0,85.0
005779,鑫元常利定开债,曹建华,鑫元,10.00亿元,76.0,54,86.0,79.80000000000001,3,5,5,3,0.51%,不佳,1.06%,不佳,5.01%,良好,11.07%,优秀,13.86%,优秀,23.86%,优秀,95.0,80.0,90.0,75.0,70.0
006936,华安安盛3个月定,康钊,华安,11.58亿元,84.00000000000001,92,76.5,80.3,3,5,5,4,2.04%,良好,2.46%,良好,5.57%,优秀,10.77%,优秀,13.04%,优秀,21.62%,优秀,75.0,85.0,75.0,75.0,80.0
006174,长信稳裕三个月定,冯彬,长信,19.45亿元,76.0,100,81.5,81.7,3,5,5,3,2.87%,优秀,3.49%,优秀,6.25%,优秀,12.92%,优秀,17.09%,优秀,31.56%,优秀,100.0,85.0,80.0,70.0,80.0
001868,招商产业债券C,马龙,招商,9.69亿元,76.0,36,75.5,71.69999999999999,5,3,5,3,1.16%,一般,1.14%,不佳,3.21%,不佳,8.15%,良好,9.94%,良好,20.86%,良好,75.0,70.0,75.0,80.0,80.0
006596,国泰聚禾纯债债券,魏伟,国泰,24.16亿元,92.0,82,77.5,82.3,4,5,4,5,1.67%,良好,1.92%,一般,4.98%,良好,10.28%,优秀,13.36%,优秀,21.42%,优秀,85.0,80.0,75.0,75.0,85.0
006645,银华安丰中短期政,龚美若,银华,63.84亿元,88.00000000000001,100,76.5,82.3,5,3,4,5,2.25%,优秀,3.00%,优秀,5.90%,优秀,9.72%,优秀,11.98%,优秀,18.98%,优秀,70.0,85.0,75.0,75.0,85.0
006708,永赢宏益债券C,谢越,永赢,0.00亿元,88.00000000000001,78,75.0,79.2,5,3,4,5,1.27%,一般,1.48%,一般,4.54%,良好,9.82%,优秀,13.43%,优秀,26.51%,优秀,85.0,80.0,75.0,80.0,55.0
006989,建信中短债纯债债,李峰,建信,84.30亿元,84.00000000000001,96,80.5,83.1,5,3,5,4,0.98%,良好,1.21%,优秀,3.23%,优秀,7.91%,优秀,10.01%,优秀,18.98%,优秀,75.0,70.0,80.0,80.0,100.0
006929,博时富融纯债债券,王帅,博时,10.31亿元,88.00000000000001,30,80.5,77.7,4,5,5,4,1.02%,不佳,1.36%,不佳,3.91%,一般,9.87%,优秀,12.21%,优秀,21.77%,优秀,90.0,75.0,80.0,80.0,80.0
006965,财通安瑞短债债券,罗晓倩,财通,92.69亿元,80.0,18,83.5,75.89999999999999,5,5,4,3,0.61%,不佳,0.78%,不佳,2.23%,不佳,6.10%,一般,8.77%,良好,17.40%,优秀,85.0,65.0,85.0,85.0,90.0
006985,兴全恒裕债券A,王帅,兴证全球,61.45亿元,88.00000000000001,56,82.0,81.19999999999999,5,5,4,4,1.55%,一般,1.88%,良好,4.02%,一般,9.46%,优秀,11.95%,优秀,18.90%,良好,95.0,75.0,80.0,80.0,90.0
006824,创金合信鑫日享短,谢创,创金合信,33.81亿元,76.0,26,83.5,75.5,5,3,5,3,0.57%,不佳,0.80%,不佳,2.51%,一般,6.35%,良好,8.92%,良好,17.89%,优秀,85.0,65.0,85.0,90.0,85.0
006626,山西证券超短债A,刘凌云,山西证券,33.13亿元,80.0,32,83.5,77.3,5,4,5,3,0.63%,不佳,0.91%,一般,2.28%,不佳,6.12%,一般,9.27%,优秀,18.32%,优秀,85.0,60.0,85.0,90.0,90.0
007025,南方鑫利3个月定,刘骥,南方,11.99亿元,76.0,86,78.5,78.5,3,5,5,3,1.64%,良好,2.21%,良好,4.62%,良好,10.05%,优秀,12.91%,优秀,20.56%,优秀,70.0,80.0,80.0,75.0,80.0
006892,新华鼎利债券C,李晓然,新华,0.23亿元,76.0,32,74.0,70.4,5,3,5,3,1.22%,一般,1.31%,不佳,3.90%,不佳,6.94%,优秀,10.15%,优秀,9.53%,一般,75.0,75.0,75.0,75.0,65.0
007061,中加聚盈四个月定,邹天培,中加,5.17亿元,76.0,56,74.0,72.8,3,5,5,3,2.52%,良好,1.60%,一般,3.91%,一般,8.96%,良好,12.28%,优秀,25.41%,优秀,100.0,75.0,70.0,70.0,75.0
006829,鹏扬利沣短债A,陈钟闻,鹏扬,52.20亿元,88.00000000000001,38,86.0,81.8,5,5,4,4,0.57%,不佳,1.00%,一般,2.62%,一般,6.56%,良好,9.73%,优秀,16.21%,良好,85.0,65.0,90.0,85.0,85.0
007829,创金合信信用红利,郑振源,创金合信,2.76亿元,84.00000000000001,26,76.0,73.4,5,3,5,4,1.13%,不佳,0.90%,不佳,3.86%,一般,8.44%,良好,10.87%,良好,23.73%,优秀,80.0,75.0,75.0,80.0,75.0
007168,华安安和债券C,康钊,华安,0.01亿元,84.00000000000001,30,75.5,73.5,5,3,5,4,0.99%,不佳,1.00%,不佳,3.90%,一般,10.11%,优秀,12.55%,优秀,21.27%,优秀,85.0,75.0,75.0,80.0,65.0
007212,山西证券裕泰3个,蓝烨,山西证券,12.81亿元,76.0,74,70.5,72.5,3,5,5,3,2.08%,优秀,1.10%,不佳,4.78%,良好,13.23%,优秀,17.16%,优秀,27.33%,优秀,55.0,80.0,70.0,70.0,80.0
